DEPARTAMENTO,CIRCUITO,SERIE,LEMA,HOJA,CANTIDAD VOTOS
Montevideo,2204,BTB,Partido Nacional,40,3
Montevideo,2204,BTB,Partido Nacional,71,12
Montevideo,2204,BTB,Partido Nacional,244,1
Montevideo,2204,BTB,Partido Nacional,404,7
Montevideo,2204,BTB,Partido Nacional,903,2
Montevideo,2204,BTB,Partido Nacional,1889,1
Montevideo,2204,BTB,Partido Nacional,2014,16
Montevideo,2205,BTB,Partido Nacional,40,3
Montevideo,2205,BTB,Partido Nacional,71,12
Montevideo,2205,BTB,Partido Nacional,404,15
Montevideo,2205,BTB,Partido Nacional,2014,28
Montevideo,2206,BTB,Partido Nacional,40,2
Montevideo,2206,BTB,Partido Nacional,71,5
Montevideo,2206,BTB,Partido Nacional,404,16
Montevideo,2206,BTB,Partido Nacional,903,3
Montevideo,2206,BTB,Partido Nacional,2014,30
Montevideo,2207,BTB,Partido Nacional,33,2
Montevideo,2207,BTB,Partido Nacional,71,11
Montevideo,2207,BTB,Partido Nacional,404,12
Montevideo,2207,BTB,Partido Nacional,903,1
Montevideo,2207,BTB,Partido Nacional,2014,25
Montevideo,2208,BTB,Partido Nacional,33,1
Montevideo,2208,BTB,Partido Nacional,40,2
Montevideo,2208,BTB,Partido Nacional,71,5
Montevideo,2208,BTB,Partido Nacional,404,10
Montevideo,2208,BTB,Partido Nacional,903,1
Montevideo,2208,BTB,Partido Nacional,2014,18
Montevideo,2209,BTB,Partido Nacional,33,1
Montevideo,2209,BTB,Partido Nacional,40,1
Montevideo,2209,BTB,Partido Nacional,71,9
Montevideo,2209,BTB,Partido Nacional,404,25
Montevideo,2209,BTB,Partido Nacional,2014,13
Montevideo,2210,BTB,Partido Nacional,40,2
Montevideo,2210,BTB,Partido Nacional,71,17
Montevideo,2210,BTB,Partido Nacional,404,16
Montevideo,2210,BTB,Partido Nacional,2014,19
Montevideo,2211,BTB,Partido Nacional,33,1
Montevideo,2211,BTB,Partido Nacional,40,1
Montevideo,2211,BTB,Partido Nacional,71,12
Montevideo,2211,BTB,Partido Nacional,404,9
Montevideo,2211,BTB,Partido Nacional,2014,26
Montevideo,2212,BTB,Partido Nacional,33,1
Montevideo,2212,BTB,Partido Nacional,40,2
Montevideo,2212,BTB,Partido Nacional,71,8
Montevideo,2212,BTB,Partido Nacional,244,1
Montevideo,2212,BTB,Partido Nacional,404,8
Montevideo,2212,BTB,Partido Nacional,903,5
Montevideo,2212,BTB,Partido Nacional,2014,11
Montevideo,2213,BTB,Partido Nacional,33,3
Montevideo,2213,BTB,Partido Nacional,40,4
Montevideo,2213,BTB,Partido Nacional,71,10
Montevideo,2213,BTB,Partido Nacional,404,16
Montevideo,2213,BTB,Partido Nacional,903,3
Montevideo,2213,BTB,Partido Nacional,1889,1
Montevideo,2213,BTB,Partido Nacional,2014,18
Montevideo,2214,BTB,Partido Nacional,33,2
Montevideo,2214,BTB,Partido Nacional,40,3
Montevideo,2214,BTB,Partido Nacional,71,11
Montevideo,2214,BTB,Partido Nacional,404,22
Montevideo,2214,BTB,Partido Nacional,2014,23
Montevideo,2215,BTB,Partido Nacional,71,16
Montevideo,2215,BTB,Partido Nacional,404,8
Montevideo,2215,BTB,Partido Nacional,903,2
Montevideo,2215,BTB,Partido Nacional,2014,18
Montevideo,2216,BTB,Partido Nacional,33,1
Montevideo,2216,BTB,Partido Nacional,40,8
Montevideo,2216,BTB,Partido Nacional,71,13
Montevideo,2216,BTB,Partido Nacional,404,10
Montevideo,2216,BTB,Partido Nacional,2014,15
Montevideo,2217,BTB,Partido Nacional,33,1
Montevideo,2217,BTB,Partido Nacional,40,6
Montevideo,2217,BTB,Partido Nacional,71,10
Montevideo,2217,BTB,Partido Nacional,404,14
Montevideo,2217,BTB,Partido Nacional,903,1
Montevideo,2217,BTB,Partido Nacional,2014,16
Montevideo,2218,BTB,Partido Nacional,33,5
Montevideo,2218,BTB,Partido Nacional,40,3
Montevideo,2218,BTB,Partido Nacional,71,12
Montevideo,2218,BTB,Partido Nacional,404,11
Montevideo,2218,BTB,Partido Nacional,767,2
Montevideo,2218,BTB,Partido Nacional,2014,18
Montevideo,2219,BTB,Partido Nacional,40,4
Montevideo,2219,BTB,Partido Nacional,71,10
Montevideo,2219,BTB,Partido Nacional,404,14
Montevideo,2219,BTB,Partido Nacional,2014,12
Montevideo,2220,BTB,Partido Nacional,33,2
Montevideo,2220,BTB,Partido Nacional,40,2
Montevideo,2220,BTB,Partido Nacional,71,13
Montevideo,2220,BTB,Partido Nacional,404,9
Montevideo,2220,BTB,Partido Nacional,903,1
Montevideo,2220,BTB,Partido Nacional,2014,21
Montevideo,2221,BTB,Partido Nacional,33,2
Montevideo,2221,BTB,Partido Nacional,40,5
Montevideo,2221,BTB,Partido Nacional,71,13
Montevideo,2221,BTB,Partido Nacional,404,25
Montevideo,2221,BTB,Partido Nacional,2014,16
Montevideo,2222,BTB,Partido Nacional,33,2
Montevideo,2222,BTB,Partido Nacional,40,7
Montevideo,2222,BTB,Partido Nacional,71,19
Montevideo,2222,BTB,Partido Nacional,244,1
Montevideo,2222,BTB,Partido Nacional,404,10
Montevideo,2222,BTB,Partido Nacional,903,1
Montevideo,2222,BTB,Partido Nacional,2014,18
Montevideo,2223,BTB,Partido Nacional,40,2
Montevideo,2223,BTB,Partido Nacional,71,10
Montevideo,2223,BTB,Partido Nacional,244,1
Montevideo,2223,BTB,Partido Nacional,404,13
Montevideo,2223,BTB,Partido Nacional,903,1
Montevideo,2223,BTB,Partido Nacional,2014,29
Montevideo,2224,BTB,Partido Nacional,40,4
Montevideo,2224,BTB,Partido Nacional,71,18
Montevideo,2224,BTB,Partido Nacional,404,13
Montevideo,2224,BTB,Partido Nacional,903,1
Montevideo,2224,BTB,Partido Nacional,2014,24
Montevideo,2225,BTB,Partido Nacional,33,1
Montevideo,2225,BTB,Partido Nacional,40,2
Montevideo,2225,BTB,Partido Nacional,71,12
Montevideo,2225,BTB,Partido Nacional,244,1
Montevideo,2225,BTB,Partido Nacional,404,19
Montevideo,2225,BTB,Partido Nacional,903,2
Montevideo,2225,BTB,Partido Nacional,2014,14
Montevideo,2226,BTC,Partido Nacional,40,6
Montevideo,2226,BTC,Partido Nacional,71,9
Montevideo,2226,BTC,Partido Nacional,404,16
Montevideo,2226,BTC,Partido Nacional,2014,19
Montevideo,2227,BTC,Partido Nacional,40,8
Montevideo,2227,BTC,Partido Nacional,71,19
Montevideo,2227,BTC,Partido Nacional,404,9
Montevideo,2227,BTC,Partido Nacional,2014,19
Montevideo,2228,BTC,Partido Nacional,40,4
Montevideo,2228,BTC,Partido Nacional,71,19
Montevideo,2228,BTC,Partido Nacional,244,1
Montevideo,2228,BTC,Partido Nacional,404,14
Montevideo,2228,BTC,Partido Nacional,903,1
Montevideo,2228,BTC,Partido Nacional,2014,27
Montevideo,2229,BTD,Partido Nacional,71,6
Montevideo,2229,BTD,Partido Nacional,404,11
Montevideo,2229,BTD,Partido Nacional,903,1
Montevideo,2229,BTD,Partido Nacional,1889,1
Montevideo,2229,BTD,Partido Nacional,2014,12
Montevideo,2230,BTD,Partido Nacional,33,2
Montevideo,2230,BTD,Partido Nacional,40,6
Montevideo,2230,BTD,Partido Nacional,71,6
Montevideo,2230,BTD,Partido Nacional,244,3
Montevideo,2230,BTD,Partido Nacional,404,2
Montevideo,2230,BTD,Partido Nacional,903,3
Montevideo,2230,BTD,Partido Nacional,2014,8
Montevideo,2231,BUA,Partido Nacional,33,2
Montevideo,2231,BUA,Partido Nacional,40,6
Montevideo,2231,BUA,Partido Nacional,71,20
Montevideo,2231,BUA,Partido Nacional,244,1
Montevideo,2231,BUA,Partido Nacional,404,14
Montevideo,2231,BUA,Partido Nacional,903,3
Montevideo,2231,BUA,Partido Nacional,2014,20
Montevideo,2231,BUA,Partido Nacional,504504,1
Montevideo,2232,BUA,Partido Nacional,33,4
Montevideo,2232,BUA,Partido Nacional,40,14
Montevideo,2232,BUA,Partido Nacional,71,25
Montevideo,2232,BUA,Partido Nacional,404,23
Montevideo,2232,BUA,Partido Nacional,903,2
Montevideo,2232,BUA,Partido Nacional,2014,29
Montevideo,2233,BUA,Partido Nacional,33,3
Montevideo,2233,BUA,Partido Nacional,40,12
Montevideo,2233,BUA,Partido Nacional,71,20
Montevideo,2233,BUA,Partido Nacional,244,1
Montevideo,2233,BUA,Partido Nacional,404,16
Montevideo,2233,BUA,Partido Nacional,903,2
Montevideo,2233,BUA,Partido Nacional,2014,24
Montevideo,2234,BUA,Partido Nacional,40,7
Montevideo,2234,BUA,Partido Nacional,71,23
Montevideo,2234,BUA,Partido Nacional,404,18
Montevideo,2234,BUA,Partido Nacional,903,1
Montevideo,2234,BUA,Partido Nacional,2014,25
Montevideo,2235,BUA,Partido Nacional,40,4
Montevideo,2235,BUA,Partido Nacional,71,22
Montevideo,2235,BUA,Partido Nacional,404,16
Montevideo,2235,BUA,Partido Nacional,903,1
Montevideo,2235,BUA,Partido Nacional,2014,26
Montevideo,2236,BUA,Partido Nacional,33,2
Montevideo,2236,BUA,Partido Nacional,40,9
Montevideo,2236,BUA,Partido Nacional,71,21
Montevideo,2236,BUA,Partido Nacional,404,20
Montevideo,2236,BUA,Partido Nacional,903,3
Montevideo,2236,BUA,Partido Nacional,2014,22
Montevideo,2237,BUA,Partido Nacional,33,2
Montevideo,2237,BUA,Partido Nacional,40,9
Montevideo,2237,BUA,Partido Nacional,71,25
Montevideo,2237,BUA,Partido Nacional,404,17
Montevideo,2237,BUA,Partido Nacional,903,3
Montevideo,2237,BUA,Partido Nacional,2014,28
Montevideo,2238,BUA,Partido Nacional,40,8
Montevideo,2238,BUA,Partido Nacional,71,22
Montevideo,2238,BUA,Partido Nacional,244,1
Montevideo,2238,BUA,Partido Nacional,404,17
Montevideo,2238,BUA,Partido Nacional,903,1
Montevideo,2238,BUA,Partido Nacional,2014,19
Montevideo,2239,BUA,Partido Nacional,33,1
Montevideo,2239,BUA,Partido Nacional,40,10
Montevideo,2239,BUA,Partido Nacional,71,16
Montevideo,2239,BUA,Partido Nacional,404,17
Montevideo,2239,BUA,Partido Nacional,903,1
Montevideo,2239,BUA,Partido Nacional,2014,22
Montevideo,2240,BUA,Partido Nacional,33,1
Montevideo,2240,BUA,Partido Nacional,40,6
Montevideo,2240,BUA,Partido Nacional,71,15
Montevideo,2240,BUA,Partido Nacional,404,13
Montevideo,2240,BUA,Partido Nacional,903,8
Montevideo,2240,BUA,Partido Nacional,2014,16
Montevideo,2241,BUA,Partido Nacional,33,2
Montevideo,2241,BUA,Partido Nacional,40,11
Montevideo,2241,BUA,Partido Nacional,71,20
Montevideo,2241,BUA,Partido Nacional,404,16
Montevideo,2241,BUA,Partido Nacional,903,6
Montevideo,2241,BUA,Partido Nacional,2014,26
Montevideo,2242,BUA,Partido Nacional,33,1
Montevideo,2242,BUA,Partido Nacional,40,7
Montevideo,2242,BUA,Partido Nacional,71,19
Montevideo,2242,BUA,Partido Nacional,244,1
Montevideo,2242,BUA,Partido Nacional,404,12
Montevideo,2242,BUA,Partido Nacional,903,1
Montevideo,2242,BUA,Partido Nacional,2014,16
Montevideo,2242,BUA,Partido Nacional,504504,1
Montevideo,2243,BUA,Partido Nacional,33,2
Montevideo,2243,BUA,Partido Nacional,40,5
Montevideo,2243,BUA,Partido Nacional,71,16
Montevideo,2243,BUA,Partido Nacional,404,8
Montevideo,2243,BUA,Partido Nacional,903,1
Montevideo,2243,BUA,Partido Nacional,2014,23
Montevideo,2244,BUA,Partido Nacional,33,2
Montevideo,2244,BUA,Partido Nacional,40,11
Montevideo,2244,BUA,Partido Nacional,71,18
Montevideo,2244,BUA,Partido Nacional,244,1
Montevideo,2244,BUA,Partido Nacional,404,20
Montevideo,2244,BUA,Partido Nacional,2014,9
Montevideo,2245,BUA,Partido Nacional,33,3
Montevideo,2245,BUA,Partido Nacional,40,2
Montevideo,2245,BUA,Partido Nacional,71,15
Montevideo,2245,BUA,Partido Nacional,404,13
Montevideo,2245,BUA,Partido Nacional,903,1
Montevideo,2245,BUA,Partido Nacional,2014,19
Montevideo,2246,BUA,Partido Nacional,33,2
Montevideo,2246,BUA,Partido Nacional,40,5
Montevideo,2246,BUA,Partido Nacional,71,21
Montevideo,2246,BUA,Partido Nacional,244,3
Montevideo,2246,BUA,Partido Nacional,404,14
Montevideo,2246,BUA,Partido Nacional,2014,18
Montevideo,2247,BUA,Partido Nacional,33,1
Montevideo,2247,BUA,Partido Nacional,40,6
Montevideo,2247,BUA,Partido Nacional,71,21
Montevideo,2247,BUA,Partido Nacional,404,10
Montevideo,2247,BUA,Partido Nacional,903,2
Montevideo,2247,BUA,Partido Nacional,2014,27
Montevideo,2247,BUA,Partido Nacional,504504,1
Montevideo,2248,BUA,Partido Nacional,33,1
Montevideo,2248,BUA,Partido Nacional,40,4
Montevideo,2248,BUA,Partido Nacional,71,18
Montevideo,2248,BUA,Partido Nacional,404,8
Montevideo,2248,BUA,Partido Nacional,2014,14
Montevideo,2249,BUA,Partido Nacional,33,1
Montevideo,2249,BUA,Partido Nacional,40,6
Montevideo,2249,BUA,Partido Nacional,71,22
Montevideo,2249,BUA,Partido Nacional,404,21
Montevideo,2249,BUA,Partido Nacional,767,1
Montevideo,2249,BUA,Partido Nacional,903,1
Montevideo,2249,BUA,Partido Nacional,2014,19
Montevideo,2250,BUA,Partido Nacional,40,2
Montevideo,2250,BUA,Partido Nacional,71,21
Montevideo,2250,BUA,Partido Nacional,244,1
Montevideo,2250,BUA,Partido Nacional,404,29
Montevideo,2250,BUA,Partido Nacional,903,1
Montevideo,2250,BUA,Partido Nacional,2014,13
Montevideo,2251,BUA,Partido Nacional,40,6
Montevideo,2251,BUA,Partido Nacional,71,17
Montevideo,2251,BUA,Partido Nacional,404,13
Montevideo,2251,BUA,Partido Nacional,767,1
Montevideo,2251,BUA,Partido Nacional,903,2
Montevideo,2251,BUA,Partido Nacional,2014,22
Montevideo,2252,BUA,Partido Nacional,40,9
Montevideo,2252,BUA,Partido Nacional,71,26
Montevideo,2252,BUA,Partido Nacional,244,1
Montevideo,2252,BUA,Partido Nacional,404,19
Montevideo,2252,BUA,Partido Nacional,2014,27
Montevideo,2253,BUB,Partido Nacional,33,1
Montevideo,2253,BUB,Partido Nacional,40,8
Montevideo,2253,BUB,Partido Nacional,71,17
Montevideo,2253,BUB,Partido Nacional,404,17
Montevideo,2253,BUB,Partido Nacional,903,1
Montevideo,2253,BUB,Partido Nacional,2014,29
Montevideo,2253,BUB,Partido Nacional,504504,1
Montevideo,2254,BUB,Partido Nacional,33,1
Montevideo,2254,BUB,Partido Nacional,40,7
Montevideo,2254,BUB,Partido Nacional,71,19
Montevideo,2254,BUB,Partido Nacional,244,1
Montevideo,2254,BUB,Partido Nacional,404,17
Montevideo,2254,BUB,Partido Nacional,903,3
Montevideo,2254,BUB,Partido Nacional,2014,28
Montevideo,2254,BUB,Partido Nacional,504504,1
Montevideo,2255,BUB,Partido Nacional,40,10
Montevideo,2255,BUB,Partido Nacional,71,28
Montevideo,2255,BUB,Partido Nacional,404,9
Montevideo,2255,BUB,Partido Nacional,903,1
Montevideo,2255,BUB,Partido Nacional,2014,33
Montevideo,2255,BUB,Partido Nacional,504504,2
Montevideo,2256,BUB,Partido Nacional,33,2
Montevideo,2256,BUB,Partido Nacional,40,6
Montevideo,2256,BUB,Partido Nacional,71,19
Montevideo,2256,BUB,Partido Nacional,244,1
Montevideo,2256,BUB,Partido Nacional,404,24
Montevideo,2256,BUB,Partido Nacional,903,4
Montevideo,2256,BUB,Partido Nacional,2014,30
Montevideo,2257,BUB,Partido Nacional,33,2
Montevideo,2257,BUB,Partido Nacional,40,12
Montevideo,2257,BUB,Partido Nacional,71,11
Montevideo,2257,BUB,Partido Nacional,244,1
Montevideo,2257,BUB,Partido Nacional,404,16
Montevideo,2257,BUB,Partido Nacional,903,1
Montevideo,2257,BUB,Partido Nacional,2014,26
Montevideo,2258,BUB,Partido Nacional,33,2
Montevideo,2258,BUB,Partido Nacional,40,13
Montevideo,2258,BUB,Partido Nacional,71,14
Montevideo,2258,BUB,Partido Nacional,404,17
Montevideo,2258,BUB,Partido Nacional,903,2
Montevideo,2258,BUB,Partido Nacional,2014,23
Montevideo,2259,BUB,Partido Nacional,33,4
Montevideo,2259,BUB,Partido Nacional,40,8
Montevideo,2259,BUB,Partido Nacional,71,14
Montevideo,2259,BUB,Partido Nacional,244,1
Montevideo,2259,BUB,Partido Nacional,404,18
Montevideo,2259,BUB,Partido Nacional,903,2
Montevideo,2259,BUB,Partido Nacional,2014,19
Montevideo,2260,BUB,Partido Nacional,33,2
Montevideo,2260,BUB,Partido Nacional,40,10
Montevideo,2260,BUB,Partido Nacional,71,19
Montevideo,2260,BUB,Partido Nacional,404,20
Montevideo,2260,BUB,Partido Nacional,903,2
Montevideo,2260,BUB,Partido Nacional,2014,24
Montevideo,2260,BUB,Partido Nacional,504504,2
Montevideo,2261,BUB,Partido Nacional,33,2
Montevideo,2261,BUB,Partido Nacional,40,6
Montevideo,2261,BUB,Partido Nacional,71,24
Montevideo,2261,BUB,Partido Nacional,404,19
Montevideo,2261,BUB,Partido Nacional,767,1
Montevideo,2261,BUB,Partido Nacional,903,1
Montevideo,2261,BUB,Partido Nacional,2014,11
Montevideo,2262,BUB,Partido Nacional,33,1
Montevideo,2262,BUB,Partido Nacional,40,6
Montevideo,2262,BUB,Partido Nacional,71,23
Montevideo,2262,BUB,Partido Nacional,244,1
Montevideo,2262,BUB,Partido Nacional,404,10
Montevideo,2262,BUB,Partido Nacional,767,1
Montevideo,2262,BUB,Partido Nacional,903,5
Montevideo,2262,BUB,Partido Nacional,2014,22
Montevideo,2263,BUB,Partido Nacional,40,2
Montevideo,2263,BUB,Partido Nacional,71,21
Montevideo,2263,BUB,Partido Nacional,404,13
Montevideo,2263,BUB,Partido Nacional,903,4
Montevideo,2263,BUB,Partido Nacional,2014,19
Montevideo,2263,BUB,Partido Nacional,504504,1
Montevideo,2264,BUB,Partido Nacional,40,4
Montevideo,2264,BUB,Partido Nacional,71,20
Montevideo,2264,BUB,Partido Nacional,404,12
Montevideo,2264,BUB,Partido Nacional,903,6
Montevideo,2264,BUB,Partido Nacional,2014,18
Montevideo,2264,BUB,Partido Nacional,504504,1
Montevideo,2265,BUB,Partido Nacional,40,6
Montevideo,2265,BUB,Partido Nacional,71,17
Montevideo,2265,BUB,Partido Nacional,404,12
Montevideo,2265,BUB,Partido Nacional,767,1
Montevideo,2265,BUB,Partido Nacional,903,4
Montevideo,2265,BUB,Partido Nacional,2014,24
Montevideo,2266,BUB,Partido Nacional,33,1
Montevideo,2266,BUB,Partido Nacional,40,7
Montevideo,2266,BUB,Partido Nacional,71,17
Montevideo,2266,BUB,Partido Nacional,404,10
Montevideo,2266,BUB,Partido Nacional,903,6
Montevideo,2266,BUB,Partido Nacional,2014,13
Montevideo,2266,BUB,Partido Nacional,504504,1
Montevideo,2267,BUB,Partido Nacional,40,5
Montevideo,2267,BUB,Partido Nacional,71,20
Montevideo,2267,BUB,Partido Nacional,404,16
Montevideo,2267,BUB,Partido Nacional,903,1
Montevideo,2267,BUB,Partido Nacional,2014,22
Montevideo,2268,BUB,Partido Nacional,33,3
Montevideo,2268,BUB,Partido Nacional,40,6
Montevideo,2268,BUB,Partido Nacional,71,20
Montevideo,2268,BUB,Partido Nacional,404,14
Montevideo,2268,BUB,Partido Nacional,903,3
Montevideo,2268,BUB,Partido Nacional,2014,22
Montevideo,2269,BUB,Partido Nacional,40,4
Montevideo,2269,BUB,Partido Nacional,71,18
Montevideo,2269,BUB,Partido Nacional,404,10
Montevideo,2269,BUB,Partido Nacional,903,3
Montevideo,2269,BUB,Partido Nacional,2014,21
Montevideo,2270,BUB,Partido Nacional,33,2
Montevideo,2270,BUB,Partido Nacional,40,4
Montevideo,2270,BUB,Partido Nacional,71,11
Montevideo,2270,BUB,Partido Nacional,404,11
Montevideo,2270,BUB,Partido Nacional,903,1
Montevideo,2270,BUB,Partido Nacional,2014,17
Montevideo,2271,BUB,Partido Nacional,33,2
Montevideo,2271,BUB,Partido Nacional,40,9
Montevideo,2271,BUB,Partido Nacional,71,14
Montevideo,2271,BUB,Partido Nacional,404,17
Montevideo,2271,BUB,Partido Nacional,903,2
Montevideo,2271,BUB,Partido Nacional,2014,10
Montevideo,2271,BUB,Partido Nacional,504504,3
Montevideo,2272,BUB,Partido Nacional,33,1
Montevideo,2272,BUB,Partido Nacional,40,8
Montevideo,2272,BUB,Partido Nacional,71,9
Montevideo,2272,BUB,Partido Nacional,404,12
Montevideo,2272,BUB,Partido Nacional,767,1
Montevideo,2272,BUB,Partido Nacional,903,1
Montevideo,2272,BUB,Partido Nacional,2014,22
Montevideo,2273,BUB,Partido Nacional,33,1
Montevideo,2273,BUB,Partido Nacional,40,5
Montevideo,2273,BUB,Partido Nacional,71,14
Montevideo,2273,BUB,Partido Nacional,244,1
Montevideo,2273,BUB,Partido Nacional,404,26
Montevideo,2273,BUB,Partido Nacional,903,2
Montevideo,2273,BUB,Partido Nacional,2014,22
Montevideo,2274,BUB,Partido Nacional,40,2
Montevideo,2274,BUB,Partido Nacional,71,8
Montevideo,2274,BUB,Partido Nacional,404,20
Montevideo,2274,BUB,Partido Nacional,903,2
Montevideo,2274,BUB,Partido Nacional,2014,24
Montevideo,2275,BUB,Partido Nacional,33,1
Montevideo,2275,BUB,Partido Nacional,40,3
Montevideo,2275,BUB,Partido Nacional,71,16
Montevideo,2275,BUB,Partido Nacional,244,1
Montevideo,2275,BUB,Partido Nacional,404,14
Montevideo,2275,BUB,Partido Nacional,903,2
Montevideo,2275,BUB,Partido Nacional,2014,25
Montevideo,2276,BUB,Partido Nacional,33,1
Montevideo,2276,BUB,Partido Nacional,40,5
Montevideo,2276,BUB,Partido Nacional,71,18
Montevideo,2276,BUB,Partido Nacional,244,2
Montevideo,2276,BUB,Partido Nacional,404,9
Montevideo,2276,BUB,Partido Nacional,903,3
Montevideo,2276,BUB,Partido Nacional,2014,21
Montevideo,2276,BUB,Partido Nacional,504504,1
Montevideo,2277,BUB,Partido Nacional,33,2
Montevideo,2277,BUB,Partido Nacional,40,1
Montevideo,2277,BUB,Partido Nacional,71,18
Montevideo,2277,BUB,Partido Nacional,404,12
Montevideo,2277,BUB,Partido Nacional,903,2
Montevideo,2277,BUB,Partido Nacional,2014,11
Montevideo,2278,BUB,Partido Nacional,40,9
Montevideo,2278,BUB,Partido Nacional,71,13
Montevideo,2278,BUB,Partido Nacional,404,12
Montevideo,2278,BUB,Partido Nacional,903,1
Montevideo,2278,BUB,Partido Nacional,2014,19
Montevideo,2279,BUB,Partido Nacional,33,1
Montevideo,2279,BUB,Partido Nacional,40,2
Montevideo,2279,BUB,Partido Nacional,71,18
Montevideo,2279,BUB,Partido Nacional,404,13
Montevideo,2279,BUB,Partido Nacional,903,5
Montevideo,2279,BUB,Partido Nacional,2014,33
Montevideo,2279,BUB,Partido Nacional,504504,1
Montevideo,2280,BUB,Partido Nacional,33,3
Montevideo,2280,BUB,Partido Nacional,40,4
Montevideo,2280,BUB,Partido Nacional,71,18
Montevideo,2280,BUB,Partido Nacional,404,9
Montevideo,2280,BUB,Partido Nacional,903,2
Montevideo,2280,BUB,Partido Nacional,2014,15
Montevideo,2281,BUB,Partido Nacional,33,1
Montevideo,2281,BUB,Partido Nacional,40,4
Montevideo,2281,BUB,Partido Nacional,71,20
Montevideo,2281,BUB,Partido Nacional,244,1
Montevideo,2281,BUB,Partido Nacional,404,19
Montevideo,2281,BUB,Partido Nacional,903,3
Montevideo,2281,BUB,Partido Nacional,2014,16
Montevideo,2282,BUB,Partido Nacional,33,1
Montevideo,2282,BUB,Partido Nacional,40,7
Montevideo,2282,BUB,Partido Nacional,71,17
Montevideo,2282,BUB,Partido Nacional,404,14
Montevideo,2282,BUB,Partido Nacional,2014,28
Montevideo,2283,BVA,Partido Nacional,33,1
Montevideo,2283,BVA,Partido Nacional,40,11
Montevideo,2283,BVA,Partido Nacional,71,12
Montevideo,2283,BVA,Partido Nacional,244,1
Montevideo,2283,BVA,Partido Nacional,404,11
Montevideo,2283,BVA,Partido Nacional,903,2
Montevideo,2283,BVA,Partido Nacional,2014,14
Montevideo,2284,BVA,Partido Nacional,33,1
Montevideo,2284,BVA,Partido Nacional,40,11
Montevideo,2284,BVA,Partido Nacional,71,29
Montevideo,2284,BVA,Partido Nacional,404,13
Montevideo,2284,BVA,Partido Nacional,903,2
Montevideo,2284,BVA,Partido Nacional,2014,25
Montevideo,2285,BVA,Partido Nacional,40,7
Montevideo,2285,BVA,Partido Nacional,71,19
Montevideo,2285,BVA,Partido Nacional,244,1
Montevideo,2285,BVA,Partido Nacional,404,23
Montevideo,2285,BVA,Partido Nacional,767,1
Montevideo,2285,BVA,Partido Nacional,903,1
Montevideo,2285,BVA,Partido Nacional,2014,21
Montevideo,2286,BVA,Partido Nacional,33,1
Montevideo,2286,BVA,Partido Nacional,40,12
Montevideo,2286,BVA,Partido Nacional,71,25
Montevideo,2286,BVA,Partido Nacional,404,12
Montevideo,2286,BVA,Partido Nacional,903,6
Montevideo,2286,BVA,Partido Nacional,2014,27
Montevideo,2287,BVA,Partido Nacional,33,2
Montevideo,2287,BVA,Partido Nacional,40,9
Montevideo,2287,BVA,Partido Nacional,71,31
Montevideo,2287,BVA,Partido Nacional,404,14
Montevideo,2287,BVA,Partido Nacional,2014,42
Montevideo,2287,BVA,Partido Nacional,504504,1
Montevideo,2288,BVA,Partido Nacional,33,1
Montevideo,2288,BVA,Partido Nacional,40,7
Montevideo,2288,BVA,Partido Nacional,71,24
Montevideo,2288,BVA,Partido Nacional,404,11
Montevideo,2288,BVA,Partido Nacional,903,4
Montevideo,2288,BVA,Partido Nacional,2014,26
Montevideo,2288,BVA,Partido Nacional,504504,2
Montevideo,2289,BVA,Partido Nacional,40,6
Montevideo,2289,BVA,Partido Nacional,71,15
Montevideo,2289,BVA,Partido Nacional,404,11
Montevideo,2289,BVA,Partido Nacional,903,1
Montevideo,2289,BVA,Partido Nacional,2014,33
Montevideo,2290,BVA,Partido Nacional,33,2
Montevideo,2290,BVA,Partido Nacional,40,12
Montevideo,2290,BVA,Partido Nacional,71,17
Montevideo,2290,BVA,Partido Nacional,404,19
Montevideo,2290,BVA,Partido Nacional,767,1
Montevideo,2290,BVA,Partido Nacional,903,3
Montevideo,2290,BVA,Partido Nacional,2014,17
Montevideo,2291,BVA,Partido Nacional,40,12
Montevideo,2291,BVA,Partido Nacional,71,15
Montevideo,2291,BVA,Partido Nacional,404,12
Montevideo,2291,BVA,Partido Nacional,903,4
Montevideo,2291,BVA,Partido Nacional,2014,22
Montevideo,2292,BVA,Partido Nacional,33,1
Montevideo,2292,BVA,Partido Nacional,40,12
Montevideo,2292,BVA,Partido Nacional,71,22
Montevideo,2292,BVA,Partido Nacional,404,12
Montevideo,2292,BVA,Partido Nacional,903,1
Montevideo,2292,BVA,Partido Nacional,2014,26
Montevideo,2293,BVA,Partido Nacional,33,2
Montevideo,2293,BVA,Partido Nacional,40,10
Montevideo,2293,BVA,Partido Nacional,71,13
Montevideo,2293,BVA,Partido Nacional,244,1
Montevideo,2293,BVA,Partido Nacional,404,12
Montevideo,2293,BVA,Partido Nacional,903,4
Montevideo,2293,BVA,Partido Nacional,2014,28
Montevideo,2294,BVA,Partido Nacional,33,2
Montevideo,2294,BVA,Partido Nacional,40,7
Montevideo,2294,BVA,Partido Nacional,71,11
Montevideo,2294,BVA,Partido Nacional,404,11
Montevideo,2294,BVA,Partido Nacional,903,2
Montevideo,2294,BVA,Partido Nacional,2014,20
Montevideo,2295,BVA,Partido Nacional,33,1
Montevideo,2295,BVA,Partido Nacional,40,11
